Syracuse_Province,wooden_castle_configuration
Caesarea_Province,wooden_castle_configuration
Ajaccio_Province,wooden_castle_configuration
Angers_Province,wooden_castle_configuration
Bran_Province,wooden_castle_configuration
Innsbruck_Province,wooden_castle_configuration
Metz_Province,wooden_castle_configuration
Hohenstauffen_Province,wooden_castle_configuration
Samandar_Province,wooden_castle_configuration
Hamburg_Province,wooden_castle_configuration
Roskilde_Province,wooden_castle_configuration
Smolensk_Province,wooden_castle_configuration
Inverness_Province,wooden_castle_configuration
Gloucester_Province,wooden_castle_configuration
Palanga_Province,wooden_castle_configuration
Arhus_Province,wooden_castle_configuration
Tver_Province,wooden_castle_configuration
Lancaster_Province,wooden_castle_configuration
Sijilmasa_Province,motte_and_bailey_configuration
Dongola_Province,motte_and_bailey_configuration
Dumyat_Province,motte_and_bailey_configuration
Corinth_Province,motte_and_bailey_configuration
Adrianople_Province,motte_and_bailey_configuration
Abydus_Province,motte_and_bailey_configuration
Bari_Province,motte_and_bailey_configuration
Tabriz_Province,motte_and_bailey_configuration
Kutais_Province,motte_and_bailey_configuration
Peremyshl_Province,motte_and_bailey_configuration
Kozelsk_Province,motte_and_bailey_configuration
Turov_Province,motte_and_bailey_configuration
Iasi_Province,motte_and_bailey_configuration
Atil_Province,motte_and_bailey_configuration
Kalmar_Province,motte_and_bailey_configuration
Volga-Bulgar_Province,motte_and_bailey_configuration
Ancona_Province,motte_and_bailey_configuration
Valladolid_Province,motte_and_bailey_configuration
Galway_Province,motte_and_bailey_configuration
Malta_Province,motte_and_bailey_configuration
Malatya_Province,motte_and_bailey_configuration
Hrodna_Province,motte_and_bailey_configuration
